2022-07-22,231089.0
2022-07-23,34635.0
2022-07-24,88460.0
2022-07-25,49656.0
2022-08-06,175203.0
2022-08-07,96591.0
2022-08-08,89321.0
2022-08-09,54948.0
2022-08-10,229108.0
2022-08-11,171968.0
2022-08-12,239729.0
2022-08-13,84465.0
2022-08-14,155321.0
2022-08-15,145550.0
2022-08-16,145486.0
2022-08-17,69828.0
2022-08-18,160236.0
2022-08-19,13375.0
2022-08-20,75711.0
2022-08-21,272286.0
2022-08-22,149861.0
2022-08-23,60173.0
2022-08-24,203702.0
2022-08-25,187069.0
2022-09-06,91302.0
2022-09-07,107451.0
2022-09-08,189603.0
2022-09-09,175624.0
2022-09-10,307910.0
2022-09-11,248695.0
2022-09-12,220239.0
2022-09-13,150133.0
2022-09-14,38902.0
2022-09-15,121791.0
2022-09-16,185286.0
2022-09-17,206783.0
2022-09-18,164547.0
2022-09-19,48626.0
2022-09-20,124217.0
2022-09-21,62278.0
2022-09-22,170645.0
2022-09-23,206564.0
2022-09-24,38286.0
2022-09-25,21879.0
2022-10-06,212633.0
2022-10-07,81812.0
2022-10-08,142408.0
2022-10-09,164703.0
2022-10-10,167131.0
2022-10-11,274556.0
2022-10-12,198041.0
2022-10-13,251190.0
2022-10-14,111476.0
2022-10-15,150786.0
2022-10-16,250801.0
2022-10-17,257668.0
2022-10-18,170162.0
2022-10-19,72135.0
2022-10-20,21412.0
2022-10-21,174345.0
2022-10-22,176540.0
2022-10-23,84660.0
2022-10-24,24221.0
2022-10-25,133276.0
2022-11-06,193764.0
2022-11-07,132360.0
2022-11-08,148346.0
2022-11-09,92421.0
2022-11-10,106334.0
2022-11-11,199753.0
2022-11-12,153977.0
2022-11-13,439092.0
2022-11-14,121004.0
2022-11-15,164396.0
2022-11-16,315297.0
2022-11-17,171432.0
2022-11-18,205871.0
2022-11-19,284865.0
2022-11-20,205286.0
2022-11-21,183075.0
2022-11-22,260627.0
2022-11-23,222281.0
2022-11-24,140171.0
2022-11-25,228889.0
2022-12-06,458708.0
2022-12-07,149819.0
2022-12-08,199680.0
2022-12-09,138398.0
2022-12-10,194321.0
2022-12-11,225047.0
2022-12-12,147319.0
2022-12-13,327442.0
2022-12-14,96758.0
2022-12-15,235815.0
2022-12-16,152581.0
2022-12-17,188759.0
2022-12-18,369036.0
2022-12-19,83885.0
2022-12-20,197940.0
2022-12-21,316770.0
2022-12-22,100326.0
2022-12-23,461966.0
2022-12-24,181783.0
2022-12-25,183546.0
2022-12-26,216308.24906071994
2022-12-27,218184.71635256335
2022-12-28,220061.18364440676
2022-12-29,221937.65093625017
2022-12-30,223814.11822809358
2022-12-31,225690.585519937
2023-01-01,227567.05281178042
2023-01-02,229443.52010362383
2023-01-03,231319.98739546724
2023-01-04,233196.45468731064
2023-01-05,235072.92197915405
2023-01-06,236949.3892709975
2023-01-07,238825.8565628409
2023-01-08,240702.3238546843
2023-01-09,242578.7911465277
2023-01-10,244455.25843837112
2023-01-11,246331.72573021453
2023-01-12,248208.19302205797
2023-01-13,250084.66031390138
2023-01-14,251961.12760574478
2023-01-15,253837.5948975882
2023-01-16,255714.0621894316
2023-01-17,257590.529481275
2023-01-18,259466.99677311844
2023-01-19,261343.46406496185
2023-01-20,263219.93135680526
2023-01-21,265096.39864864864
2023-01-22,266972.8659404921
2023-01-23,268849.33323233546
2023-01-24,270725.8005241789
2023-01-25,272602.26781602233
2023-01-26,274478.7351078657
2023-01-27,276355.20239970915
2023-01-28,278231.6696915526
2023-01-29,280108.13698339596
2023-01-30,281984.6042752394
2023-01-31,283861.0715670828
2023-02-01,285737.5388589262
2023-02-02,287614.00615076965
2023-02-03,289490.47344261303
2023-02-04,291366.94073445647
2023-02-05,293243.40802629985
2023-02-06,295119.8753181433
2023-02-07,296996.3426099867
2023-02-08,298872.8099018301
2023-02-09,300749.27719367354
2023-02-10,302625.7444855169
2023-02-11,304502.21177736035
2023-02-12,306378.67906920373
2023-02-13,308255.14636104717
2023-02-14,310131.6136528906
2023-02-15,312008.080944734
2023-02-16,313884.5482365774
2023-02-17,315761.0155284208
2023-02-18,317637.48282026424
2023-02-19,319513.9501121077
2023-02-20,321390.41740395105
2023-02-21,323266.8846957945
2023-02-22,325143.35198763787
2023-02-23,327019.8192794813
